network_packet_rate,sampling_latency,packet_loss_rate,smart_contract_violation,threat_label
289.17,100.71,0.014,0,0
227.71,113.32,0.02,0,0
247.49,78.74,0.02,0,0
168.59,32.28,0.003,0,0
214.04,103.94,0.017,0,0
295.45,97.63,0.009,0,0
217.1,87.51,0.001,0,0
156.68,98.53,0.017,0,0
338.25,111.26,0.011,0,0
276.5,40.64,0.009,0,0
225.15,31.69,0.0,0,0
333.37,68.23,0.017,0,0
278.53,72.94,0.013,0,0
201.52,91.5,0.001,0,0
321.38,95.57,0.017,0,0
324.01,110.29,0.004,0,0
183.63,35.19,0.02,0,0
329.3,99.75,0.016,0,0
253.91,112.11,0.013,0,0
260.46,49.07,0.016,0,0
229.11,72.91,0.008,0,0
163.76,64.07,0.005,0,0
336.2,62.64,0.007,0,0
172.92,84.82,0.012,0,0
175.8,116.15,0.003,0,0
169.26,53.35,0.016,0,0
183.8,113.29,0.004,0,0
322.08,48.31,0.017,0,0
169.21,52.39,0.012,0,0
197.12,118.57,0.004,0,0
231.32,64.94,0.008,0,0
244.27,114.29,0.009,0,0
169.86,66.33,0.014,0,0
219.78,75.09,0.015,0,0
318.37,114.76,0.014,0,0
322.46,22.35,0.017,0,0
330.18,27.24,0.005,0,0
310.24,47.75,0.012,0,0
187.22,46.1,0.008,0,0
244.37,88.24,0.017,0,0
158.95,34.15,0.013,0,0
276.6,23.9,0.011,0,0
293.05,35.86,0.015,0,0
153.38,61.24,0.0,0,0
213.76,66.69,0.018,0,0
273.62,90.37,0.001,0,0
170.4,59.26,0.014,0,0
317.61,52.56,0.016,0,0
345.84,35.76,0.013,0,0
213.66,37.71,0.0,0,0
243.94,119.23,0.014,0,0
244.62,67.92,0.005,0,0
301.44,88.1,0.019,0,0
177.2,112.24,0.019,0,0
292.09,90.27,0.019,0,0
324.41,97.4,0.012,0,0
349.65,91.48,0.002,0,0
248.23,33.08,0.009,0,0
289.4,103.04,0.01,0,0
260.12,26.43,0.016,0,0
284.2,68.53,0.005,0,0
229.64,44.83,0.013,0,0
221.98,40.88,0.008,0,0
224.78,69.88,0.017,0,0
290.32,31.39,0.016,0,0
220.47,44.5,0.008,0,0
319.64,82.13,0.019,0,0
340.08,95.46,0.003,0,0
290.61,99.66,0.019,0,0
180.81,94.15,0.01,0,0
167.16,24.34,0.018,0,0
261.4,119.95,0.009,0,0
242.36,82.79,0.002,0,0
191.02,113.39,0.007,0,0
256.78,100.19,0.006,0,0
217.61,92.64,0.009,0,0
181.86,79.42,0.005,0,0
279.77,32.95,0.019,0,0
186.2,117.02,0.018,0,0
228.28,28.55,0.02,0,0
325.0,93.06,0.009,0,0
225.13,72.5,0.007,0,0
325.51,20.63,0.009,0,0
311.56,63.24,0.001,0,0
295.99,45.61,0.018,0,0
276.09,72.36,0.003,0,0
173.36,112.75,0.007,0,0
302.06,39.46,0.006,0,0
282.26,46.46,0.009,0,0
286.41,106.46,0.013,0,0
277.02,37.17,0.013,0,0
324.71,32.64,0.013,0,0
163.24,59.19,0.002,0,0
271.16,94.89,0.012,0,0
281.31,64.79,0.005,0,0
158.01,64.71,0.016,0,0
311.84,116.16,0.019,0,0
198.4,51.82,0.004,0,0
163.34,76.01,0.002,0,0
311.05,109.42,0.011,0,0
199.71,91.43,0.006,0,0
163.69,58.79,0.008,0,0
295.95,101.03,0.004,0,0
259.42,83.11,0.012,0,0
199.59,62.86,0.012,0,0
327.25,85.49,0.015,0,0
255.79,31.74,0.016,0,0
317.76,112.15,0.014,0,0
208.48,99.96,0.02,0,0
342.29,77.87,0.01,0,0
171.73,77.02,0.015,0,0
307.93,74.04,0.012,0,0
229.59,110.89,0.002,0,0
301.93,110.17,0.012,0,0
174.68,91.69,0.009,0,0
177.51,56.78,0.019,0,0
287.22,40.4,0.013,0,0
203.01,35.99,0.009,0,0
294.87,94.32,0.004,0,0
283.09,70.69,0.015,0,0
288.1,98.99,0.016,0,0
217.27,57.24,0.001,0,0
252.79,67.16,0.018,0,0
322.53,46.13,0.015,0,0
325.0,99.82,0.002,0,0
185.79,116.04,0.02,0,0
184.11,105.15,0.002,0,0
349.62,34.76,0.002,0,0
165.4,76.83,0.014,0,0
284.36,40.35,0.011,0,0
164.8,69.16,0.019,0,0
159.22,32.87,0.016,0,0
153.17,66.31,0.015,0,0
159.9,109.32,0.004,0,0
191.72,86.67,0.011,0,0
167.68,24.36,0.004,0,0
320.38,92.21,0.012,0,0
323.01,58.69,0.005,0,0
251.74,38.93,0.006,0,0
288.37,57.42,0.02,0,0
181.44,79.98,0.006,0,0
200.9,58.56,0.01,0,0
257.11,36.96,0.011,0,0
304.11,71.0,0.004,0,0
238.56,36.91,0.019,0,0
349.6,78.56,0.018,0,0
266.71,67.71,0.011,0,0
331.03,94.82,0.011,0,0
289.58,45.37,0.012,0,0
165.58,51.57,0.003,0,0
256.96,109.72,0.012,0,0
205.15,49.0,0.017,0,0
276.52,38.1,0.012,0,0
183.03,25.99,0.006,0,0
265.01,47.05,0.005,0,0
315.14,79.16,0.006,0,0
273.18,84.27,0.0,0,0
229.05,86.88,0.015,0,0
336.43,111.84,0.018,0,0
207.11,88.95,0.014,0,0
309.55,41.63,0.003,0,0
166.39,94.58,0.015,0,0
184.04,36.14,0.006,0,0
189.94,33.65,0.015,0,0
264.62,75.4,0.007,0,0
286.36,66.47,0.005,0,0
200.21,72.41,0.003,0,0
277.06,42.69,0.018,0,0
346.32,94.23,0.004,0,0
229.89,60.46,0.01,0,0
338.36,59.22,0.009,0,0
183.86,63.08,0.006,0,0
314.94,108.3,0.006,0,0
223.07,117.92,0.006,0,0
320.33,28.58,0.006,0,0
181.09,99.71,0.005,0,0
331.99,96.95,0.008,0,0
305.05,97.47,0.019,0,0
308.91,41.9,0.009,0,0
213.68,52.25,0.006,0,0
154.29,73.33,0.007,0,0
321.83,75.4,0.017,0,0
185.83,50.2,0.006,0,0
184.79,104.48,0.02,0,0
262.42,80.55,0.001,0,0
295.67,79.09,0.006,0,0
185.35,74.96,0.002,0,0
245.34,40.17,0.017,0,0
326.43,30.16,0.007,0,0
258.81,95.42,0.014,0,0
189.06,58.84,0.016,0,0
333.61,98.4,0.003,0,0
214.21,40.74,0.002,0,0
293.98,115.5,0.017,0,0
237.39,73.85,0.019,0,0
341.46,65.72,0.014,0,0
349.07,116.39,0.005,0,0
251.77,63.76,0.001,0,0
199.33,36.38,0.015,0,0
268.17,48.77,0.013,0,0
191.48,89.76,0.017,0,0
271.35,55.15,0.017,0,0
331.45,107.05,0.013,0,0
261.95,34.83,0.015,0,0
170.69,99.32,0.011,0,0
228.91,76.96,0.016,0,0
180.23,77.58,0.007,0,0
185.28,86.33,0.012,0,0
191.71,110.75,0.016,0,0
304.81,76.62,0.002,0,0
199.55,25.88,0.004,0,0
218.51,72.8,0.013,0,0
214.76,58.36,0.016,0,0
216.43,44.75,0.017,0,0
160.69,70.05,0.006,0,0
336.82,30.89,0.015,0,0
283.46,57.4,0.013,0,0
187.58,81.71,0.018,0,0
348.07,86.4,0.015,0,0
241.42,63.49,0.007,0,0
163.3,35.82,0.006,0,0
326.3,109.23,0.006,0,0
154.86,46.67,0.014,0,0
242.96,50.84,0.009,0,0
287.08,52.93,0.007,0,0
198.91,113.01,0.019,0,0
342.27,117.51,0.016,0,0
313.69,46.52,0.019,0,0
179.74,45.47,0.185,0,1
197.91,116.15,0.006,0,0
180.32,113.57,0.013,0,0
334.08,118.53,0.015,0,0
250.21,27.31,0.011,0,0
230.81,66.84,0.014,0,0
241.07,25.73,0.0,0,0
248.66,52.6,0.009,0,0
196.18,32.32,0.014,0,0
319.6,53.95,0.009,0,0
277.1,75.53,0.02,0,0
177.15,68.72,0.009,0,0
192.76,28.65,0.001,0,0
274.3,48.08,0.009,0,0
160.68,73.0,0.002,0,0
344.8,66.66,0.002,0,0
156.29,92.13,0.015,0,0
319.62,85.94,0.02,0,0
203.04,25.88,0.013,0,0
162.22,78.7,0.0,0,0
217.96,104.1,0.001,0,0
347.89,116.49,0.004,0,0
193.55,82.99,0.014,0,0
158.65,55.9,0.012,0,0
220.95,38.09,0.01,0,0
344.36,37.2,0.005,0,0
187.22,98.91,0.007,0,0
186.47,52.87,0.014,0,0
163.39,58.35,0.015,0,0
256.92,65.66,0.008,0,0
282.4,74.88,0.01,0,0
208.35,39.08,0.008,0,0
160.37,41.61,0.006,0,0
199.09,107.74,0.014,0,0
242.94,80.36,0.017,0,0
224.6,110.4,0.006,0,0
251.36,46.5,0.016,0,0
168.44,46.87,0.016,0,0
215.94,114.09,0.019,0,0
199.73,102.0,0.01,0,0
320.31,80.47,0.01,0,0
297.86,86.28,0.003,0,0
176.72,56.5,0.007,0,0
324.18,84.73,0.015,0,0
288.2,56.47,0.01,0,0
232.74,74.83,0.015,0,0
193.09,98.51,0.009,0,0
256.48,64.92,0.016,0,0
175.55,33.98,0.006,0,0
154.58,104.52,0.016,0,0
253.52,50.58,0.015,0,0
248.59,21.0,0.002,0,0
299.58,51.82,0.008,0,0
280.47,74.2,0.01,0,0
198.75,118.2,0.009,0,0
323.02,52.88,0.017,0,0
263.07,52.23,0.002,0,0
205.8,67.62,0.001,0,0
206.17,29.73,0.012,0,0
304.47,94.96,0.019,0,0
331.02,106.5,0.009,0,0
213.17,58.89,0.014,0,0
251.95,88.13,0.002,0,0
177.47,78.44,0.004,0,0
164.59,73.96,0.0,0,0
326.01,22.54,0.006,0,0
318.0,45.82,0.012,0,0
234.15,53.69,0.018,0,0
258.03,96.89,0.01,0,0
272.52,99.77,0.009,0,0
210.01,83.32,0.008,0,0
329.65,57.64,0.001,0,0
260.06,30.01,0.003,0,0
281.97,97.05,0.015,0,0
261.64,119.75,0.012,0,0
216.34,118.29,0.005,0,0
282.15,103.46,0.005,0,0
167.24,54.29,0.015,0,0
233.58,46.79,0.007,0,0
171.51,60.72,0.003,0,0
252.95,85.12,0.001,0,0
230.81,78.18,0.018,0,0
276.16,111.33,0.005,0,0
263.45,33.3,0.018,0,0
223.78,91.33,0.012,0,0
298.98,109.92,0.004,0,0
153.92,45.88,0.01,0,0
299.93,85.56,0.015,0,0
191.79,33.87,0.003,0,0
265.55,54.56,0.005,0,0
245.05,97.96,0.001,0,0
171.76,83.52,0.008,0,0
251.83,62.39,0.02,0,0
324.85,106.25,0.02,0,0
341.49,39.77,0.014,0,0
173.16,93.76,0.006,0,0
156.37,86.0,0.001,0,0
342.56,61.45,0.005,0,0
197.03,70.81,0.015,0,0
346.03,106.39,0.017,0,0
273.55,77.15,0.1,0,1
154.26,72.11,0.007,0,0
263.01,26.67,0.019,0,0
158.97,74.06,0.0,0,0
247.24,62.18,0.002,0,0
317.15,99.28,0.006,0,0
172.55,47.06,0.018,0,0
293.05,110.87,0.013,0,0
163.83,94.5,0.017,0,0
337.73,49.64,0.002,0,0
338.88,25.99,0.003,0,0
192.19,22.97,0.009,0,0
329.43,95.8,0.02,0,0
269.06,32.92,0.003,0,0
294.39,52.57,0.001,0,0
282.29,76.12,0.01,0,0
297.81,85.54,0.005,0,0
268.8,89.21,0.006,0,0
243.13,20.62,0.005,0,0
206.92,91.94,0.012,0,0
168.2,106.93,0.019,0,0
231.26,62.04,0.009,0,0
246.79,87.81,0.01,0,0
173.26,79.53,0.013,0,0
190.96,52.28,0.006,0,0
196.26,79.59,0.01,0,0
299.3,52.97,0.014,0,0
346.64,83.45,0.002,0,0
220.23,62.56,0.016,0,0
340.12,55.73,0.005,0,0
238.95,51.62,0.016,0,0
280.59,67.1,0.015,0,0
187.0,76.0,0.015,0,0
245.54,78.54,0.014,0,0
187.75,74.08,0.011,0,0
319.33,63.4,0.002,0,0
311.57,37.02,0.006,0,0
185.02,80.5,0.006,0,0
318.54,74.94,0.012,0,0
250.69,36.62,0.012,0,0
187.93,93.25,0.018,0,0
254.6,24.26,0.006,0,0
273.08,62.35,0.015,0,0
151.61,25.82,0.002,0,0
259.76,46.84,0.014,0,0
276.75,76.73,0.015,0,0
189.62,56.94,0.02,0,0
334.78,78.54,0.013,0,0
300.93,47.61,0.008,0,0
272.77,112.89,0.014,0,0
230.56,117.57,0.003,0,0
211.96,69.38,0.011,0,0
310.25,99.7,0.007,0,0
328.17,101.35,0.005,0,0
324.48,74.94,0.014,0,0
162.2,62.43,0.002,0,0
343.64,46.53,0.012,0,0
227.82,41.84,0.0,0,0
222.89,72.18,0.009,0,0
333.97,116.5,0.007,0,0
279.53,49.85,0.015,0,0
306.86,29.42,0.016,0,0
195.4,79.67,0.016,0,0
186.49,92.75,0.012,0,0
198.54,35.89,0.005,0,0
245.02,92.31,0.01,0,0
234.02,83.08,0.011,0,0
346.66,33.11,0.014,0,0
339.78,115.09,0.01,0,0
298.12,119.06,0.009,0,0
196.31,109.26,0.006,0,0
201.93,54.7,0.005,0,0
298.58,46.19,0.012,0,0
216.39,58.04,0.018,0,0
316.67,24.31,0.006,0,0
215.13,107.11,0.018,0,0
339.41,53.01,0.008,0,0
247.72,87.71,0.004,0,0
224.51,27.67,0.015,0,0
268.98,28.1,0.001,0,0
167.73,104.49,0.007,0,0
175.54,93.26,0.006,0,0
162.06,100.01,0.008,0,0
256.32,37.58,0.008,0,0
255.57,71.24,0.001,0,0
178.53,63.21,0.006,0,0
182.53,113.06,0.01,0,0
244.5,67.06,0.009,0,0
155.2,60.1,0.009,0,0
288.41,93.27,0.008,0,0
294.16,91.46,0.009,0,0
232.3,32.46,0.009,0,0
249.99,31.15,0.006,0,0
291.8,101.84,0.011,0,0
177.91,61.27,0.006,0,0
232.31,62.4,0.015,0,0
256.58,26.67,0.013,0,0
207.02,33.39,0.003,0,0
321.52,110.93,0.016,0,0
347.31,107.89,0.006,0,0
257.28,65.74,0.001,0,0
175.4,97.2,0.005,0,0
249.22,108.9,0.019,0,0
254.71,47.54,0.002,0,0
184.4,51.07,0.011,0,0
321.45,52.12,0.001,0,0
295.67,29.35,0.0,0,0
244.12,119.54,0.01,0,0
228.71,77.86,0.018,0,0
163.86,58.68,0.008,0,0
338.92,117.32,0.01,0,0
326.3,76.38,0.0,0,0
324.29,21.05,0.017,0,0
174.66,49.88,0.005,0,0
164.86,51.61,0.014,0,0
213.51,85.84,0.01,0,0
227.13,25.54,0.016,0,0
302.53,92.0,0.016,0,0
317.98,20.45,0.015,0,0
193.73,20.17,0.011,0,0
167.01,114.96,0.007,0,0
327.16,36.65,0.016,0,0
334.58,72.34,0.004,0,0
313.23,101.71,0.003,0,0
270.06,57.62,0.013,0,0
181.46,89.82,0.004,0,0
266.15,58.29,0.002,0,0
276.17,30.99,0.014,0,0
268.63,89.19,0.008,0,0
317.93,81.14,0.002,0,0
188.11,70.15,0.012,0,0
186.84,61.35,0.017,0,0
303.39,86.0,0.003,0,0
179.7,49.98,0.005,0,0
342.2,110.56,0.011,0,0
184.55,101.4,0.016,0,0
323.36,77.7,0.009,0,0
215.34,106.73,0.002,0,0
260.71,56.75,0.015,0,0
327.64,69.68,0.016,0,0
180.24,44.35,0.014,0,0
224.66,110.72,0.019,0,0
234.15,108.74,0.005,0,0
260.12,92.4,0.014,0,0
322.26,70.11,0.006,0,0
339.51,36.76,0.017,0,0
205.07,28.39,0.003,0,0
156.07,41.43,0.008,0,0
216.64,75.61,0.016,0,0
289.13,61.74,0.003,0,0
247.07,38.66,0.011,0,0
327.74,109.79,0.01,0,0
309.54,82.57,0.007,0,0
173.06,51.21,0.019,0,0
281.83,108.22,0.003,0,0
225.5,76.14,0.018,0,0
316.37,108.54,0.014,0,0
246.63,80.74,0.008,0,0
181.97,35.22,0.015,0,0
256.06,104.34,0.004,0,0
317.3,31.1,0.018,0,0
347.25,90.9,0.016,0,0
177.91,68.54,0.009,0,0
270.96,71.37,0.011,0,0
232.65,31.83,0.01,0,0
165.44,73.12,0.006,0,0
161.71,69.91,0.005,0,0
288.94,47.55,0.003,0,0
348.21,87.31,0.017,0,0
157.01,75.23,0.002,0,0
210.65,68.7,0.018,0,0
250.37,53.25,0.017,0,0
207.06,99.8,0.004,0,0
187.39,111.58,0.003,0,0
169.43,92.71,0.002,0,0
173.65,102.95,0.017,0,0
237.02,50.57,0.002,0,0
238.38,95.08,0.012,0,0
305.71,88.11,0.012,0,0
231.47,39.42,0.011,0,0
172.44,38.82,0.001,0,0
222.85,104.54,0.016,0,0
314.25,88.69,0.013,0,0
193.79,70.41,0.007,0,0
164.07,56.31,0.007,0,0
181.34,79.86,0.006,0,0
209.88,32.03,0.015,0,0
243.37,29.49,0.005,0,0
282.47,106.56,0.013,0,0
305.41,95.46,0.018,0,0
265.75,62.3,0.014,0,0
298.22,106.2,0.006,0,0
336.99,27.68,0.005,0,0
193.18,23.71,0.017,0,0
283.79,81.14,0.002,0,0
298.54,42.72,0.01,0,0
225.69,45.66,0.004,0,0
266.45,90.32,0.001,1,1
176.53,107.35,0.01,0,0
289.83,109.29,0.012,0,0
200.92,62.07,0.015,0,0
323.01,115.46,0.002,0,0
195.97,57.05,0.018,0,0
285.77,82.56,0.013,0,0
276.84,49.31,0.009,0,0
345.72,56.04,0.007,0,0
324.91,72.0,0.008,0,0
267.25,35.08,0.013,0,0
178.87,88.96,0.007,0,0
167.51,105.51,0.014,0,0
214.39,102.46,0.012,0,0
242.74,68.41,0.005,0,0
290.55,95.75,0.0,0,0
295.98,74.16,0.007,0,0
178.44,67.98,0.01,0,0
164.8,97.22,0.016,0,0
222.55,25.4,0.019,0,0
315.47,105.66,0.005,0,0
313.02,33.87,0.016,0,0
247.28,110.02,0.009,0,0
336.07,74.38,0.009,0,0
335.31,91.01,0.011,0,0
318.78,20.99,0.016,0,0
243.17,28.34,0.007,0,0
191.74,78.64,0.013,0,0
175.96,103.98,0.018,0,0
249.77,32.96,0.015,0,0
277.43,101.93,0.007,0,0
224.15,116.98,0.02,0,0
165.08,95.02,0.015,0,0
242.22,54.06,0.009,0,0
205.22,80.78,0.006,0,0
339.09,34.87,0.003,0,0
167.68,79.66,0.016,0,0
268.8,41.07,0.004,0,0
194.39,69.84,0.011,0,0
192.0,111.6,0.012,0,0
154.35,94.83,0.008,0,0
320.45,66.06,0.01,0,0
320.74,72.86,0.001,0,0
322.81,58.47,0.002,0,0
223.32,56.07,0.005,0,0
324.66,27.7,0.003,0,0
161.52,66.86,0.019,0,0
347.97,36.03,0.007,0,0
232.07,35.78,0.0,0,0
307.8,27.12,0.019,0,0
317.71,66.42,0.01,0,0
197.83,83.4,0.019,0,0
272.83,47.64,0.001,0,0
150.29,97.12,0.012,0,0
343.04,26.29,0.002,0,0
345.88,41.77,0.012,0,0
275.9,115.58,0.015,0,0
279.82,40.06,0.005,0,0
328.35,26.89,0.013,0,0
212.3,88.07,0.0,0,0
726.95,68.22,0.002,0,1
161.87,84.36,0.006,0,0
309.32,38.91,0.016,0,0
234.18,52.5,0.01,0,0
270.67,80.39,0.014,0,0
257.17,87.54,0.001,0,0
230.46,101.22,0.02,0,0
249.62,74.74,0.016,0,0
274.45,91.69,0.004,0,0
178.38,60.17,0.007,0,0
264.49,87.69,0.015,0,0
195.9,81.39,0.009,0,0
238.16,88.87,0.003,0,0
328.97,68.86,0.012,0,0
205.65,55.69,0.014,0,0
261.86,53.9,0.004,0,0
284.57,68.52,0.016,0,0
168.56,61.93,0.009,0,0
300.67,57.52,0.015,0,0
302.88,84.46,0.015,0,0
240.35,67.82,0.014,0,0
283.28,113.62,0.01,0,0
229.06,65.47,0.017,0,0
169.2,56.22,0.008,0,0
196.9,100.36,0.006,0,0
203.2,94.25,0.019,0,0
319.36,30.26,0.005,0,0
256.06,102.76,0.013,0,0
268.64,78.08,0.008,0,0
279.43,43.11,0.122,0,1
236.22,115.27,0.008,0,0
236.79,79.5,0.008,0,0
248.71,22.35,0.01,0,0
209.89,50.31,0.013,0,0
159.98,101.25,0.01,0,0
157.91,59.36,0.01,0,0
220.7,78.22,0.011,0,0
323.38,89.37,0.011,0,0
284.03,64.83,0.013,0,0
287.88,42.92,0.015,0,0
167.52,59.03,0.019,0,0
332.7,112.28,0.0,0,0
188.66,54.29,0.012,0,0
238.98,93.32,0.019,0,0
195.35,29.22,0.006,0,0
175.66,39.57,0.013,0,0
193.75,106.68,0.01,0,0
331.54,119.64,0.011,0,0
215.87,107.05,0.002,0,0
184.43,96.23,0.015,0,0
235.18,56.53,0.016,0,0
210.59,52.24,0.014,0,0
189.47,37.35,0.016,0,0
204.98,108.66,0.01,0,0
320.2,67.62,0.007,0,0
220.71,97.63,0.001,0,0
781.57,113.8,0.017,0,1
280.66,61.15,0.016,0,0
222.05,76.49,0.01,0,0
281.87,94.33,0.02,0,0
312.9,25.85,0.005,0,0
314.03,113.28,0.003,0,0
322.56,119.3,0.004,0,0
345.44,50.77,0.003,0,0
173.63,75.97,0.02,0,0
164.12,50.3,0.006,0,0
178.19,27.86,0.009,0,0
175.66,26.03,0.011,0,0
316.62,53.99,0.016,0,0
212.23,49.07,0.015,0,0
313.9,98.62,0.017,0,0
228.3,52.83,0.002,0,0
267.89,108.99,0.007,0,0
193.11,95.96,0.004,0,0
271.52,22.76,0.006,0,0
252.27,105.04,0.001,0,0
187.21,54.06,0.012,0,0
349.96,70.61,0.002,0,0
255.83,50.89,0.006,0,0
310.16,111.29,0.007,0,0
245.5,112.99,0.015,0,0
254.24,93.01,0.014,0,0
346.74,78.13,0.01,0,0
193.27,72.85,0.016,0,0
191.21,86.98,0.005,0,0
195.02,119.7,0.017,0,0
197.63,22.89,0.008,0,0
233.98,44.99,0.008,0,0
309.58,101.44,0.007,0,0
296.07,102.71,0.017,0,0
239.58,53.0,0.005,0,0
252.61,28.89,0.016,0,0
225.83,31.68,0.016,0,0
216.25,75.01,0.017,0,0
323.52,68.33,0.004,0,0
207.93,63.33,0.018,0,0
690.95,263.94,0.151,1,1
261.18,78.08,0.016,0,0
335.18,90.07,0.004,0,0
286.06,110.18,0.01,0,0
287.57,60.57,0.016,0,0
248.51,68.39,0.008,0,0
329.97,93.43,0.002,0,0
198.24,96.76,0.02,0,0
241.47,49.01,0.004,0,0
260.84,28.54,0.01,0,0
209.35,49.19,0.003,0,0
169.3,101.55,0.01,0,0
164.84,81.55,0.015,0,0
231.79,110.73,0.016,0,0
348.29,112.7,0.007,0,0
194.49,31.69,0.01,0,0
208.7,99.99,0.015,0,0
300.31,102.66,0.011,0,0
233.6,68.81,0.017,0,0
230.15,70.65,0.007,0,0
340.8,33.97,0.009,0,0
157.02,110.72,0.016,0,0
199.89,70.93,0.001,0,0
325.71,105.41,0.018,0,0
304.01,86.89,0.007,0,0
297.97,89.8,0.014,0,0
190.57,100.58,0.009,0,0
331.67,86.81,0.0,0,0
170.71,88.55,0.018,0,0
270.85,89.34,0.007,0,0
264.78,88.3,0.016,0,0
219.18,75.88,0.006,0,0
312.18,80.6,0.01,0,0
226.35,72.96,0.01,0,0
327.09,74.59,0.014,0,0
154.97,97.71,0.003,0,0
343.38,103.98,0.002,0,0
221.11,63.84,0.016,0,0
306.02,89.6,0.019,0,0
156.84,70.33,0.013,0,0
242.01,104.76,0.017,0,0
223.47,117.42,0.01,0,0
272.78,106.5,0.02,0,0
259.46,88.05,0.01,0,0
323.78,48.9,0.019,0,0
151.13,102.36,0.0,0,0
199.37,113.73,0.011,0,0
167.38,112.14,0.008,0,0
202.76,46.11,0.012,0,0
289.17,41.89,0.018,0,0
291.72,39.55,0.012,0,0
162.7,25.31,0.019,0,0
193.39,113.38,0.001,0,0
344.11,62.5,0.003,0,0
323.73,113.54,0.019,0,0
228.7,90.56,0.003,0,0
174.43,81.03,0.006,0,0
156.32,37.76,0.005,0,0
314.66,80.48,0.014,0,0
202.59,61.65,0.01,0,0
202.58,84.93,0.02,0,0
269.54,87.23,0.019,0,0
257.59,35.78,0.004,0,0
289.22,80.93,0.015,0,0
308.9,36.32,0.008,0,0
331.27,42.02,0.006,0,0
232.77,97.2,0.008,0,0
244.0,47.19,0.016,0,0
293.87,115.79,0.001,0,0
300.03,37.67,0.009,0,0
163.24,94.92,0.003,0,0
271.23,56.69,0.005,0,0
252.36,71.5,0.014,0,0
277.49,102.79,0.005,0,0
316.74,48.24,0.017,0,0
324.86,52.24,0.004,0,0
204.02,91.27,0.013,0,0
206.82,109.57,0.019,0,0
261.03,42.85,0.005,0,0
168.45,56.36,0.019,0,0
260.69,79.67,0.003,0,0
267.35,88.66,0.007,0,0
295.36,25.67,0.016,0,0
227.76,105.98,0.018,0,0
233.46,79.67,0.003,0,0
211.51,92.03,0.001,0,0
280.34,79.04,0.003,0,0
207.88,22.42,0.02,0,0
172.55,111.4,0.016,0,0
229.16,86.71,0.002,0,0
304.81,114.49,0.003,0,0
174.28,91.65,0.008,0,0
273.51,96.49,0.006,0,0
338.81,55.97,0.015,0,0
188.32,24.73,0.001,0,0
291.77,21.21,0.011,0,0
160.73,49.58,0.007,0,0
273.62,46.91,0.017,0,0
251.93,88.69,0.006,0,0
246.41,97.18,0.008,0,0
236.09,79.64,0.014,0,0
327.81,53.11,0.019,0,0
303.73,117.57,0.004,0,0
164.02,81.1,0.011,0,0
266.94,46.92,0.019,0,0
344.41,30.03,0.013,0,0
181.3,25.95,0.013,0,0
229.74,22.93,0.004,0,0
173.46,89.81,0.015,0,0
324.94,96.37,0.019,0,0
197.28,81.88,0.011,0,0
209.91,63.56,0.017,0,0
151.46,88.61,0.008,0,0
253.69,100.21,0.013,0,0
281.58,74.99,0.016,0,0
321.93,63.74,0.006,0,0
202.4,71.74,0.01,0,0
331.57,49.0,0.009,0,0
177.69,81.2,0.004,0,0
160.2,53.18,0.012,0,0
182.34,48.91,0.004,0,0
278.0,112.06,0.011,0,0
204.08,74.49,0.006,0,0
274.12,32.65,0.017,0,0
209.73,117.83,0.014,0,0
270.59,33.77,0.006,0,0
331.69,22.36,0.007,0,0
183.89,55.7,0.004,0,0
290.97,61.49,0.02,0,0
206.49,26.96,0.01,0,0
305.46,21.42,0.007,0,0
201.45,87.41,0.015,0,0
233.74,94.95,0.015,0,0
309.21,53.84,0.013,0,0
199.22,34.88,0.017,0,0
244.67,116.67,0.005,0,0
341.45,76.53,0.015,0,0
277.78,34.28,0.016,0,0
307.71,36.56,0.007,0,0
289.95,44.42,0.02,0,0
268.83,21.32,0.019,0,0
515.18,437.1,0.238,1,1
310.28,26.51,0.0,0,0
322.72,24.0,0.006,0,0
213.1,44.09,0.015,0,0
150.4,64.98,0.005,0,0
151.17,21.3,0.0,0,0
235.67,30.02,0.001,0,0
341.46,56.05,0.008,0,0
316.47,56.28,0.019,0,0
297.53,21.83,0.004,0,0
316.31,103.0,0.002,0,0
328.07,77.29,0.001,0,0
232.31,69.0,0.001,0,0
206.58,106.84,0.008,0,0
293.84,112.43,0.012,0,0
344.26,93.07,0.001,0,0
336.69,29.26,0.001,0,0
160.53,101.51,0.011,0,0
232.66,60.14,0.001,0,0
259.41,80.18,0.015,0,0
291.87,26.88,0.019,0,0
259.55,102.7,0.001,0,0
342.97,32.92,0.002,0,0
298.76,90.18,0.004,0,0
347.65,55.56,0.005,0,0
157.6,85.12,0.012,0,0
156.17,113.82,0.015,0,0
267.99,63.0,0.019,0,0
206.93,113.25,0.006,0,0
234.92,97.61,0.014,0,0
236.07,61.85,0.02,0,0
288.08,54.56,0.001,0,0
272.16,96.51,0.019,0,0
315.35,62.68,0.016,0,0
158.11,76.44,0.017,0,0
209.36,56.12,0.004,0,0
306.99,37.26,0.013,0,0
295.77,103.54,0.002,0,0
183.3,108.94,0.014,0,0
342.02,84.76,0.012,0,0
282.96,114.89,0.015,0,0
170.91,65.85,0.013,0,0
279.11,78.11,0.001,0,0
210.71,116.72,0.019,0,0
282.08,25.29,0.017,0,0
751.15,39.78,0.02,0,1
250.53,44.16,0.019,0,0
244.54,111.56,0.01,0,0
339.93,25.58,0.0,0,0
199.01,103.85,0.001,0,0
